Metafile,Thumbnails Found,Screenshots Found,Thumbnails Missing,Screenshots Missing,,,,,,,,,,,,,
473,5,5,0,0,,,,,,,,,,,,,
4730,4,4,0,0,,,,,,,,,,,,,
4732,10,0,0,0,,,,,,,,,,,,,
4733,3,3,0,0,,,,,,,,,,,,,
4734,3,3,0,0,,,,,,,,,,,,,
4735,3,3,0,0,,,,,,,,,,,,,
4736,3,3,0,0,,,,,,,,,,,,,
4737,3,3,0,0,,,,,,,,,,,,,
4738,3,3,0,0,,,,,,,,,,,,,
4739,8,0,0,0,,,,,,,,,,,,,
474,3,3,0,0,,,,,,,,,,,,,
4740,3,3,0,0,,,,,,,,,,,,,
4741,3,3,0,0,,,,,,,,,,,,,
4742,4,4,0,0,,,,,,,,,,,,,
4743,3,3,0,0,,,,,,,,,,,,,
4746,5,5,0,0,,,,,,,,,,,,,
4750,2,2,0,0,,,,,,,,,,,,,
4751,2,2,0,0,,,,,,,,,,,,,
4752,4,4,0,0,,,,,,,,,,,,,
4753,3,3,0,0,,,,,,,,,,,,,
4755,4,4,0,0,,,,,,,,,,,,,
4758,1,1,0,0,,,,,,,,,,,,,
4759,3,3,0,0,,,,,,,,,,,,,
476,3,3,0,0,,,,,,,,,,,,,
4760,5,5,0,0,,,,,,,,,,,,,
4761,4,0,0,0,,,,,,,,,,,,,
4762,5,5,0,0,,,,,,,,,,,,,
4765,3,3,0,0,,,,,,,,,,,,,
4766,3,3,0,0,,,,,,,,,,,,,
4767,3,3,0,0,,,,,,,,,,,,,
4768,3,3,0,0,,,,,,,,,,,,,
477,6,0,0,0,,,,,,,,,,,,,
4772,5,5,0,0,,,,,,,,,,,,,
4774,4,4,0,0,,,,,,,,,,,,,
4775,4,4,0,0,,,,,,,,,,,,,
4776,4,4,0,0,,,,,,,,,,,,,
4777,4,4,0,0,,,,,,,,,,,,,
4778,4,4,0,0,,,,,,,,,,,,,
4779,4,4,0,0,,,,,,,,,,,,,
478,5,5,0,0,,,,,,,,,,,,,
4780,4,4,0,0,,,,,,,,,,,,,
4781,4,4,0,0,,,,,,,,,,,,,
4782,4,4,0,0,,,,,,,,,,,,,
4783,4,4,0,0,,,,,,,,,,,,,
4784,4,4,0,0,,,,,,,,,,,,,
4785,4,4,0,0,,,,,,,,,,,,,
4786,4,4,0,0,,,,,,,,,,,,,
4787,4,4,0,0,,,,,,,,,,,,,
4788,4,4,0,0,,,,,,,,,,,,,
4789,4,4,0,0,,,,,,,,,,,,,
479,3,3,0,0,,,,,,,,,,,,,
4790,4,4,0,0,,,,,,,,,,,,,
4791,4,4,0,0,,,,,,,,,,,,,
4792,4,4,0,0,,,,,,,,,,,,,
4793,4,4,0,0,,,,,,,,,,,,,
4794,5,5,0,0,,,,,,,,,,,,,
4795,3,3,0,0,,,,,,,,,,,,,
4796,4,4,0,0,,,,,,,,,,,,,
4797,10,0,0,0,,,,,,,,,,,,,
4798,2,0,0,0,,,,,,,,,,,,,
4799,4,4,0,0,,,,,,,,,,,,,
48,5,5,0,0,,,,,,,,,,,,,
4801,4,4,0,0,,,,,,,,,,,,,
4802,4,4,0,0,,,,,,,,,,,,,
4803,2,2,0,0,,,,,,,,,,,,,
4804,3,3,0,0,,,,,,,,,,,,,
4805,4,4,0,0,,,,,,,,,,,,,
4806,4,4,0,0,,,,,,,,,,,,,
4807,4,4,0,0,,,,,,,,,,,,,
4808,3,3,0,0,,,,,,,,,,,,,
4809,3,3,0,0,,,,,,,,,,,,,
4810,4,4,0,0,,,,,,,,,,,,,
4811,4,4,0,0,,,,,,,,,,,,,
4812,10,0,0,0,,,,,,,,,,,,,
4813,1,1,0,0,,,,,,,,,,,,,
4816,4,4,0,0,,,,,,,,,,,,,
4817,1,1,0,0,,,,,,,,,,,,,
4818,3,3,0,0,,,,,,,,,,,,,
4819,5,5,0,0,,,,,,,,,,,,,
482,5,5,0,0,,,,,,,,,,,,,
4820,2,2,0,0,,,,,,,,,,,,,
4822,5,5,0,0,,,,,,,,,,,,,
4823,5,5,0,0,,,,,,,,,,,,,
4824,1,1,0,0,,,,,,,,,,,,,
4825,5,5,0,0,,,,,,,,,,,,,
4826,5,5,0,0,,,,,,,,,,,,,
4827,7,3,0,0,,,,,,,,,,,,,
483,2,2,0,0,,,,,,,,,,,,,
4830,5,5,0,0,,,,,,,,,,,,,
4831,5,5,0,0,,,,,,,,,,,,,
4832,4,4,0,0,,,,,,,,,,,,,
4833,4,4,0,0,,,,,,,,,,,,,
4835,5,5,0,0,,,,,,,,,,,,,
4836,3,3,0,0,,,,,,,,,,,,,
4837,3,3,0,0,,,,,,,,,,,,,
4838,3,3,0,0,,,,,,,,,,,,,
4839,4,4,0,0,,,,,,,,,,,,,
484,3,3,0,0,,,,,,,,,,,,,
4840,3,3,0,0,,,,,,,,,,,,,
4841,3,3,0,0,,,,,,,,,,,,,
4842,2,2,0,0,,,,,,,,,,,,,
4843,4,4,0,0,,,,,,,,,,,,,
4844,5,5,0,0,,,,,,,,,,,,,
4845,3,3,0,0,,,,,,,,,,,,,
4846,3,3,0,0,,,,,,,,,,,,,
4847,3,3,0,0,,,,,,,,,,,,,
4848,3,3,0,0,,,,,,,,,,,,,
485,3,3,0,0,,,,,,,,,,,,,
4850,2,2,0,0,,,,,,,,,,,,,
4851,3,3,0,0,,,,,,,,,,,,,
4853,10,0,0,0,,,,,,,,,,,,,
4857,5,5,0,0,,,,,,,,,,,,,
4858,3,3,0,0,,,,,,,,,,,,,
4859,1,1,0,0,,,,,,,,,,,,,
4860,10,0,0,0,,,,,,,,,,,,,
4864,3,3,0,0,,,,,,,,,,,,,
4865,5,5,0,0,,,,,,,,,,,,,
4866,5,5,0,0,,,,,,,,,,,,,
4868,5,5,0,0,,,,,,,,,,,,,
4869,2,2,0,0,,,,,,,,,,,,,
487,0,0,0,0,,,,,,,,,,,,,
4870,3,3,0,0,,,,,,,,,,,,,
4872,5,5,0,0,,,,,,,,,,,,,
4873,5,5,0,0,,,,,,,,,,,,,
4874,5,5,0,0,,,,,,,,,,,,,
4876,1,1,0,0,,,,,,,,,,,,,
4877,2,2,0,0,,,,,,,,,,,,,
4878,5,5,0,0,,,,,,,,,,,,,
4879,3,3,0,0,,,,,,,,,,,,,
488,1,1,0,0,,,,,,,,,,,,,
4880,3,3,0,0,,,,,,,,,,,,,
4881,4,4,0,0,,,,,,,,,,,,,
4882,10,0,0,0,,,,,,,,,,,,,
4887,8,0,0,0,,,,,,,,,,,,,
4889,4,4,0,0,,,,,,,,,,,,,
489,2,2,0,0,,,,,,,,,,,,,
4890,4,4,0,0,,,,,,,,,,,,,
4891,5,5,0,0,,,,,,,,,,,,,
4892,4,4,0,0,,,,,,,,,,,,,
4893,4,4,0,0,,,,,,,,,,,,,
4895,4,4,0,0,,,,,,,,,,,,,
4896,4,4,0,0,,,,,,,,,,,,,
4897,4,4,0,0,,,,,,,,,,,,,
4898,4,4,0,0,,,,,,,,,,,,,
4899,4,4,0,0,,,,,,,,,,,,,
49,4,4,0,0,,,,,,,,,,,,,
490,8,0,0,0,,,,,,,,,,,,,
4900,4,4,0,0,,,,,,,,,,,,,
4901,4,4,0,0,,,,,,,,,,,,,
4902,4,4,0,0,,,,,,,,,,,,,
4903,4,4,0,0,,,,,,,,,,,,,
4906,5,5,0,0,,,,,,,,,,,,,
491,3,3,0,0,,,,,,,,,,,,,
4910,3,3,0,0,,,,,,,,,,,,,
4911,4,4,0,0,,,,,,,,,,,,,
4912,3,3,0,0,,,,,,,,,,,,,
4913,3,3,0,0,,,,,,,,,,,,,
4914,3,3,0,0,,,,,,,,,,,,,
4915,3,3,0,0,,,,,,,,,,,,,
4917,3,3,0,0,,,,,,,,,,,,,
4918,3,3,0,0,,,,,,,,,,,,,
4919,3,3,0,0,,,,,,,,,,,,,
492,5,5,0,0,,,,,,,,,,,,,
4921,3,3,0,0,,,,,,,,,,,,,
4922,3,3,0,0,,,,,,,,,,,,,
4924,3,3,0,0,,,,,,,,,,,,,
4925,3,3,0,0,,,,,,,,,,,,,
493,3,3,0,0,,,,,,,,,,,,,
4931,1,1,0,0,,,,,,,,,,,,,
4932,5,5,0,0,,,,,,,,,,,,,
4933,2,2,0,0,,,,,,,,,,,,,
4934,5,5,0,0,,,,,,,,,,,,,
4935,1,1,0,0,,,,,,,,,,,,,
4936,2,2,0,0,,,,,,,,,,,,,
4937,1,1,0,0,,,,,,,,,,,,,
4938,6,0,0,0,,,,,,,,,,,,,
494,3,3,0,0,,,,,,,,,,,,,
4940,5,5,0,0,,,,,,,,,,,,,
4941,5,5,0,0,,,,,,,,,,,,,
4942,4,4,0,0,,,,,,,,,,,,,
4943,3,3,0,0,,,,,,,,,,,,,
4944,5,5,0,0,,,,,,,,,,,,,
4946,1,1,0,0,,,,,,,,,,,,,
4947,4,4,0,0,,,,,,,,,,,,,
4949,5,5,0,0,,,,,,,,,,,,,
495,4,4,0,0,,,,,,,,,,,,,
4950,4,4,0,0,,,,,,,,,,,,,
4951,10,0,0,0,,,,,,,,,,,,,
4952,4,4,0,0,,,,,,,,,,,,,
4953,2,2,0,0,,,,,,,,,,,,,
4955,5,5,0,0,,,,,,,,,,,,,
4956,5,5,0,0,,,,,,,,,,,,,
4960,4,4,0,0,,,,,,,,,,,,,
4961,4,4,0,0,,,,,,,,,,,,,
4962,4,4,0,0,,,,,,,,,,,,,
4963,4,4,0,0,,,,,,,,,,,,,
4964,3,3,0,0,,,,,,,,,,,,,
4965,3,3,0,0,,,,,,,,,,,,,
4966,3,3,0,0,,,,,,,,,,,,,
4967,5,5,0,0,,,,,,,,,,,,,
4968,1,1,0,0,,,,,,,,,,,,,
497,6,0,0,0,,,,,,,,,,,,,
4970,4,4,0,0,,,,,,,,,,,,,
4971,4,4,0,0,,,,,,,,,,,,,
4972,4,4,0,0,,,,,,,,,,,,,
4973,4,4,0,0,,,,,,,,,,,,,
4974,1,1,0,0,,,,,,,,,,,,,
4975,4,4,0,0,,,,,,,,,,,,,
4976,4,4,0,0,,,,,,,,,,,,,
4977,3,3,0,0,,,,,,,,,,,,,
4978,4,4,0,0,,,,,,,,,,,,,
498,3,3,0,0,,,,,,,,,,,,,
4980,4,4,0,0,,,,,,,,,,,,,
4981,4,4,0,0,,,,,,,,,,,,,
4982,4,4,0,0,,,,,,,,,,,,,
4983,4,4,0,0,,,,,,,,,,,,,
4984,0,0,0,0,,,,,,,,,,,,,
4985,4,4,0,0,,,,,,,,,,,,,
4988,5,5,0,0,,,,,,,,,,,,,
4989,3,3,0,0,,,,,,,,,,,,,
499,3,3,0,0,,,,,,,,,,,,,
4990,4,4,0,0,,,,,,,,,,,,,
4991,3,3,0,0,,,,,,,,,,,,,
4996,3,3,0,0,,,,,,,,,,,,,
4998,10,0,0,0,,,,,,,,,,,,,
4999,10,0,0,0,,,,,,,,,,,,,
50,4,4,0,0,,,,,,,,,,,,,
500,3,3,0,0,,,,,,,,,,,,,
5001,5,5,0,0,,,,,,,,,,,,,
5003,4,4,0,0,,,,,,,,,,,,,
5004,8,0,0,0,,,,,,,,,,,,,
5005,5,5,0,0,,,,,,,,,,,,,
5006,2,2,0,0,,,,,,,,,,,,,
5007,4,4,0,0,,,,,,,,,,,,,
5008,4,4,0,0,,,,,,,,,,,,,
501,1,1,0,0,,,,,,,,,,,,,
5011,4,0,0,0,,,,,,,,,,,,,
5012,4,4,0,0,,,,,,,,,,,,,
5013,6,4,0,0,,,,,,,,,,,,,
5019,5,5,0,0,,,,,,,,,,,,,
502,3,3,0,0,,,,,,,,,,,,,
5021,5,5,0,0,,,,,,,,,,,,,
5026,5,5,0,0,,,,,,,,,,,,,
5027,5,5,0,0,,,,,,,,,,,,,
5028,3,3,0,0,,,,,,,,,,,,,
5029,8,0,0,0,,,,,,,,,,,,,
503,22,0,0,0,,,,,,,,,,,,,
5030,1,1,0,0,,,,,,,,,,,,,
5031,1,1,0,0,,,,,,,,,,,,,
5033,4,4,0,0,,,,,,,,,,,,,
5034,3,3,0,0,,,,,,,,,,,,,
5035,2,2,0,0,,,,,,,,,,,,,
5036,1,1,0,0,,,,,,,,,,,,,
5037,8,0,0,0,,,,,,,,,,,,,
5038,2,2,0,0,,,,,,,,,,,,,
5040,4,4,0,0,,,,,,,,,,,,,
5041,10,0,0,0,,,,,,,,,,,,,
5042,1,1,0,0,,,,,,,,,,,,,
5043,5,5,0,0,,,,,,,,,,,,,
5044,3,3,0,0,,,,,,,,,,,,,
5045,4,4,0,0,,,,,,,,,,,,,
5046,2,2,0,0,,,,,,,,,,,,,
5047,4,4,0,0,,,,,,,,,,,,,
5048,1,1,0,0,,,,,,,,,,,,,
505,3,3,0,0,,,,,,,,,,,,,
5052,3,3,0,0,,,,,,,,,,,,,
5053,3,3,0,0,,,,,,,,,,,,,
5054,5,5,0,0,,,,,,,,,,,,,
5055,3,3,0,0,,,,,,,,,,,,,
5056,6,0,0,0,,,,,,,,,,,,,
5057,1,1,0,0,,,,,,,,,,,,,
5058,2,2,0,0,,,,,,,,,,,,,
5059,6,0,0,0,,,,,,,,,,,,,
506,3,3,0,0,,,,,,,,,,,,,
5060,3,3,0,0,,,,,,,,,,,,,
5061,4,4,0,0,,,,,,,,,,,,,
5062,4,4,0,0,,,,,,,,,,,,,
5063,8,0,0,0,,,,,,,,,,,,,
5064,8,0,0,0,,,,,,,,,,,,,
5065,5,5,0,0,,,,,,,,,,,,,
5066,3,3,0,0,,,,,,,,,,,,,
5067,2,0,0,0,,,,,,,,,,,,,
5068,5,5,0,0,,,,,,,,,,,,,
5069,3,3,0,0,,,,,,,,,,,,,
507,1,1,0,0,,,,,,,,,,,,,
5071,5,5,0,0,,,,,,,,,,,,,
5077,2,0,0,0,,,,,,,,,,,,,
5078,1,1,0,0,,,,,,,,,,,,,
5079,1,1,0,0,,,,,,,,,,,,,
508,3,3,0,0,,,,,,,,,,,,,
5080,2,0,0,0,,,,,,,,,,,,,
5081,1,1,0,0,,,,,,,,,,,,,
5082,1,1,0,0,,,,,,,,,,,,,
5083,2,0,0,0,,,,,,,,,,,,,
5084,3,3,0,0,,,,,,,,,,,,,
5085,3,3,0,0,,,,,,,,,,,,,
5086,4,4,0,0,,,,,,,,,,,,,
5087,3,3,0,0,,,,,,,,,,,,,
5088,5,5,0,0,,,,,,,,,,,,,
5089,3,3,0,0,,,,,,,,,,,,,
509,3,3,0,0,,,,,,,,,,,,,
5090,5,5,0,0,,,,,,,,,,,,,
5091,5,5,0,0,,,,,,,,,,,,,
5092,5,5,0,0,,,,,,,,,,,,,
5093,5,5,0,0,,,,,,,,,,,,,
5094,5,5,0,0,,,,,,,,,,,,,
5095,3,3,0,0,,,,,,,,,,,,,
5096,8,0,0,0,,,,,,,,,,,,,
5097,3,3,0,0,,,,,,,,,,,,,
5098,8,0,0,0,,,,,,,,,,,,,
5099,3,3,0,0,,,,,,,,,,,,,
51,3,3,0,0,,,,,,,,,,,,,
510,4,4,0,0,,,,,,,,,,,,,
5100,5,5,0,0,,,,,,,,,,,,,
5101,3,3,0,0,,,,,,,,,,,,,
5102,3,3,0,0,,,,,,,,,,,,,
5103,1,1,0,0,,,,,,,,,,,,,
5104,5,5,0,0,,,,,,,,,,,,,
5105,3,3,0,0,,,,,,,,,,,,,
5108,5,5,0,0,,,,,,,,,,,,,
5109,1,1,0,0,,,,,,,,,,,,,
511,2,2,0,0,,,,,,,,,,,,,
5111,5,5,0,0,,,,,,,,,,,,,
5112,3,3,0,0,,,,,,,,,,,,,
5113,1,1,0,0,,,,,,,,,,,,,
5114,1,1,0,0,,,,,,,,,,,,,
5115,10,0,0,0,,,,,,,,,,,,,
5116,5,5,0,0,,,,,,,,,,,,,
5117,5,5,0,0,,,,,,,,,,,,,
5118,1,1,0,0,,,,,,,,,,,,,
5119,3,3,0,0,,,,,,,,,,,,,
512,3,3,0,0,,,,,,,,,,,,,
5120,8,0,0,0,,,,,,,,,,,,,
5122,3,3,0,0,,,,,,,,,,,,,
5123,2,2,0,0,,,,,,,,,,,,,
5124,2,2,0,0,,,,,,,,,,,,,
5125,3,3,0,0,,,,,,,,,,,,,
5126,4,4,0,0,,,,,,,,,,,,,
5128,3,3,0,0,,,,,,,,,,,,,
5129,4,4,0,0,,,,,,,,,,,,,
513,4,4,0,0,,,,,,,,,,,,,
5130,3,3,0,0,,,,,,,,,,,,,
5131,3,3,0,0,,,,,,,,,,,,,
5132,5,5,0,0,,,,,,,,,,,,,
5133,4,4,0,0,,,,,,,,,,,,,
5134,5,5,0,0,,,,,,,,,,,,,
5135,2,0,0,0,,,,,,,,,,,,,
5136,10,0,0,0,,,,,,,,,,,,,
5137,5,5,0,0,,,,,,,,,,,,,
5138,3,3,0,0,,,,,,,,,,,,,
5139,5,5,0,0,,,,,,,,,,,,,
514,3,3,0,0,,,,,,,,,,,,,
5141,5,5,0,0,,,,,,,,,,,,,
5145,2,2,0,0,,,,,,,,,,,,,
5146,5,5,0,0,,,,,,,,,,,,,
5147,5,5,0,0,,,,,,,,,,,,,
5148,3,3,0,0,,,,,,,,,,,,,
5149,5,5,0,0,,,,,,,,,,,,,
515,3,3,0,0,,,,,,,,,,,,,
5152,3,3,0,0,,,,,,,,,,,,,
5154,3,3,0,0,,,,,,,,,,,,,
5155,1,1,0,0,,,,,,,,,,,,,
5156,1,1,0,0,,,,,,,,,,,,,
5158,3,3,0,0,,,,,,,,,,,,,
5159,5,5,0,0,,,,,,,,,,,,,
516,10,0,0,0,,,,,,,,,,,,,
5160,5,5,0,0,,,,,,,,,,,,,
5161,5,5,0,0,,,,,,,,,,,,,
5163,5,5,0,0,,,,,,,,,,,,,
5164,5,5,0,0,,,,,,,,,,,,,
5165,5,5,0,0,,,,,,,,,,,,,
5166,5,5,0,0,,,,,,,,,,,,,
5167,4,4,0,0,,,,,,,,,,,,,
5168,5,5,0,0,,,,,,,,,,,,,
5169,3,3,0,0,,,,,,,,,,,,,
517,4,4,0,0,,,,,,,,,,,,,
5170,5,5,0,0,,,,,,,,,,,,,
5171,4,4,0,0,,,,,,,,,,,,,
5173,3,3,0,0,,,,,,,,,,,,,
5174,3,3,0,0,,,,,,,,,,,,,
5175,5,5,0,0,,,,,,,,,,,,,
5176,5,5,0,0,,,,,,,,,,,,,
5177,2,0,0,0,,,,,,,,,,,,,
5178,5,5,0,0,,,,,,,,,,,,,
5179,5,5,0,0,,,,,,,,,,,,,
518,3,3,0,0,,,,,,,,,,,,,
5180,3,3,0,0,,,,,,,,,,,,,
5182,4,4,0,0,,,,,,,,,,,,,
5183,4,4,0,0,,,,,,,,,,,,,
5184,3,3,0,0,,,,,,,,,,,,,
5185,6,0,0,0,,,,,,,,,,,,,
5186,5,5,0,0,,,,,,,,,,,,,
5187,5,5,0,0,,,,,,,,,,,,,
5188,6,0,0,0,,,,,,,,,,,,,
5189,2,0,0,0,,,,,,,,,,,,,
519,0,0,0,0,,,,,,,,,,,,,
5190,3,3,0,0,,,,,,,,,,,,,
5191,6,0,0,0,,,,,,,,,,,,,
5194,5,5,0,0,,,,,,,,,,,,,
5195,8,0,0,0,,,,,,,,,,,,,
5196,6,0,0,0,,,,,,,,,,,,,
5197,3,3,0,0,,,,,,,,,,,,,
5199,5,5,0,0,,,,,,,,,,,,,
52,3,3,0,0,,,,,,,,,,,,,
520,1,1,0,0,,,,,,,,,,,,,
5201,3,3,0,0,,,,,,,,,,,,,
5202,5,5,0,0,,,,,,,,,,,,,
5203,3,3,0,0,,,,,,,,,,,,,
5204,5,5,0,0,,,,,,,,,,,,,
5205,5,5,0,0,,,,,,,,,,,,,
5206,5,5,0,0,,,,,,,,,,,,,
5207,5,5,0,0,,,,,,,,,,,,,
5208,3,3,0,0,,,,,,,,,,,,,
521,8,0,0,0,,,,,,,,,,,,,
5212,5,5,0,0,,,,,,,,,,,,,
5213,5,5,0,0,,,,,,,,,,,,,
5214,3,3,0,0,,,,,,,,,,,,,
5215,1,1,0,0,,,,,,,,,,,,,
5216,10,0,0,0,,,,,,,,,,,,,
5217,2,2,0,0,,,,,,,,,,,,,
522,2,0,0,0,,,,,,,,,,,,,
5220,4,4,0,0,,,,,,,,,,,,,
5221,1,1,0,0,,,,,,,,,,,,,
5222,3,3,0,0,,,,,,,,,,,,,
5224,5,5,0,0,,,,,,,,,,,,,
5225,5,5,0,0,,,,,,,,,,,,,
5226,10,0,0,0,,,,,,,,,,,,,
5227,3,3,0,0,,,,,,,,,,,,,
5228,3,3,0,0,,,,,,,,,,,,,
5229,5,5,0,0,,,,,,,,,,,,,
523,3,3,0,0,,,,,,,,,,,,,
5230,4,4,0,0,,,,,,,,,,,,,
5231,4,4,0,0,,,,,,,,,,,,,
5232,5,5,0,0,,,,,,,,,,,,,
5234,3,3,0,0,,,,,,,,,,,,,
5235,1,1,0,0,,,,,,,,,,,,,
5238,3,3,0,0,,,,,,,,,,,,,
5239,3,3,0,0,,,,,,,,,,,,,
524,4,4,0,0,,,,,,,,,,,,,
5241,24,0,0,0,,,,,,,,,,,,,
5244,30,0,0,0,,,,,,,,,,,,,
5245,1,1,0,0,,,,,,,,,,,,,
5249,1,1,0,0,,,,,,,,,,,,,
5250,3,3,0,0,,,,,,,,,,,,,
5252,1,1,0,0,,,,,,,,,,,,,
5253,6,0,0,0,,,,,,,,,,,,,
5254,1,1,0,0,,,,,,,,,,,,,
5255,1,1,0,0,,,,,,,,,,,,,
5256,1,1,0,0,,,,,,,,,,,,,
5257,1,1,0,0,,,,,,,,,,,,,
5259,1,1,0,0,,,,,,,,,,,,,
526,3,3,0,0,,,,,,,,,,,,,
5260,1,1,0,0,,,,,,,,,,,,,
5261,2,2,0,0,,,,,,,,,,,,,
5263,1,1,0,0,,,,,,,,,,,,,
5264,1,1,0,0,,,,,,,,,,,,,
5265,3,3,0,0,,,,,,,,,,,,,
5266,2,2,0,0,,,,,,,,,,,,,
5268,5,5,0,0,,,,,,,,,,,,,
5269,10,0,0,0,,,,,,,,,,,,,
527,1,1,0,0,,,,,,,,,,,,,
5270,2,2,0,0,,,,,,,,,,,,,
5271,5,5,0,0,,,,,,,,,,,,,
5272,5,5,0,0,,,,,,,,,,,,,
5274,1,1,0,0,,,,,,,,,,,,,
5275,10,0,0,0,,,,,,,,,,,,,
5276,3,3,0,0,,,,,,,,,,,,,
5279,4,4,0,0,,,,,,,,,,,,,
528,3,3,0,0,,,,,,,,,,,,,
5280,3,3,0,0,,,,,,,,,,,,,
5281,2,2,0,0,,,,,,,,,,,,,
5283,3,3,0,0,,,,,,,,,,,,,
5284,1,1,0,0,,,,,,,,,,,,,
5285,5,5,0,0,,,,,,,,,,,,,
5286,3,3,0,0,,,,,,,,,,,,,
5287,5,5,0,0,,,,,,,,,,,,,
5288,3,3,0,0,,,,,,,,,,,,,
5289,5,5,0,0,,,,,,,,,,,,,
529,3,3,0,0,,,,,,,,,,,,,
5290,5,5,0,0,,,,,,,,,,,,,
5292,3,3,0,0,,,,,,,,,,,,,
5293,8,0,0,0,,,,,,,,,,,,,
5294,5,5,0,0,,,,,,,,,,,,,
5295,5,5,0,0,,,,,,,,,,,,,
5296,3,3,0,0,,,,,,,,,,,,,
5298,1,1,0,0,,,,,,,,,,,,,
5299,3,3,0,0,,,,,,,,,,,,,
53,3,3,0,0,,,,,,,,,,,,,
5300,3,3,0,0,,,,,,,,,,,,,
5301,4,4,0,0,,,,,,,,,,,,,
5302,5,5,0,0,,,,,,,,,,,,,
5303,5,5,0,0,,,,,,,,,,,,,
5304,5,5,0,0,,,,,,,,,,,,,
5305,3,3,0,0,,,,,,,,,,,,,
5307,5,5,0,0,,,,,,,,,,,,,
5308,5,5,0,0,,,,,,,,,,,,,
5309,5,5,0,0,,,,,,,,,,,,,
5310,5,5,0,0,,,,,,,,,,,,,
5311,5,5,0,0,,,,,,,,,,,,,
5312,5,5,0,0,,,,,,,,,,,,,
532,5,5,0,0,,,,,,,,,,,,,
5322,8,0,0,0,,,,,,,,,,,,,
5324,5,5,0,0,,,,,,,,,,,,,
5325,3,3,0,0,,,,,,,,,,,,,
5327,4,4,0,0,,,,,,,,,,,,,
5328,2,2,0,0,,,,,,,,,,,,,
5329,1,1,0,0,,,,,,,,,,,,,
533,2,2,0,0,,,,,,,,,,,,,
5330,2,2,0,0,,,,,,,,,,,,,
5331,1,1,0,0,,,,,,,,,,,,,
5332,3,3,0,0,,,,,,,,,,,,,
5333,8,0,0,0,,,,,,,,,,,,,
5334,3,3,0,0,,,,,,,,,,,,,
5335,10,0,0,0,,,,,,,,,,,,,
5336,3,3,0,0,,,,,,,,,,,,,
5337,2,2,0,0,,,,,,,,,,,,,
5338,5,5,0,0,,,,,,,,,,,,,
5339,3,3,0,0,,,,,,,,,,,,,
534,3,3,0,0,,,,,,,,,,,,,
5340,2,2,0,0,,,,,,,,,,,,,
5342,3,3,0,0,,,,,,,,,,,,,
5343,5,5,0,0,,,,,,,,,,,,,
5344,10,0,0,0,,,,,,,,,,,,,
535,3,3,0,0,,,,,,,,,,,,,
5350,3,3,0,0,,,,,,,,,,,,,
5351,3,3,0,0,,,,,,,,,,,,,
5352,6,0,0,0,,,,,,,,,,,,,
5353,6,0,0,0,,,,,,,,,,,,,
5354,3,3,0,0,,,,,,,,,,,,,
5355,3,3,0,0,,,,,,,,,,,,,
5356,3,3,0,0,,,,,,,,,,,,,
5357,3,3,0,0,,,,,,,,,,,,,
5358,3,3,0,0,,,,,,,,,,,,,
5359,3,3,0,0,,,,,,,,,,,,,
536,4,4,0,0,,,,,,,,,,,,,
5360,3,3,0,0,,,,,,,,,,,,,
5361,4,4,0,0,,,,,,,,,,,,,
5362,3,3,0,0,,,,,,,,,,,,,
5363,3,3,0,0,,,,,,,,,,,,,
5366,3,3,0,0,,,,,,,,,,,,,
5367,2,2,0,0,,,,,,,,,,,,,
5368,3,3,0,0,,,,,,,,,,,,,
5369,3,3,0,0,,,,,,,,,,,,,
537,3,3,0,0,,,,,,,,,,,,,
5370,3,3,0,0,,,,,,,,,,,,,
5371,3,3,0,0,,,,,,,,,,,,,
5372,0,0,0,0,,,,,,,,,,,,,
5374,3,3,0,0,,,,,,,,,,,,,
5375,5,5,0,0,,,,,,,,,,,,,
5376,2,2,0,0,,,,,,,,,,,,,
5377,3,3,0,0,,,,,,,,,,,,,
5378,3,3,0,0,,,,,,,,,,,,,
5379,3,3,0,0,,,,,,,,,,,,,
538,3,3,0,0,,,,,,,,,,,,,
5380,2,2,0,0,,,,,,,,,,,,,
5381,3,3,0,0,,,,,,,,,,,,,
5385,3,3,0,0,,,,,,,,,,,,,
5386,8,0,0,0,,,,,,,,,,,,,
5387,5,5,0,0,,,,,,,,,,,,,
5388,3,3,0,0,,,,,,,,,,,,,
5389,4,4,0,0,,,,,,,,,,,,,
539,4,4,0,0,,,,,,,,,,,,,
5390,3,3,0,0,,,,,,,,,,,,,
5391,4,4,0,0,,,,,,,,,,,,,
5392,5,5,0,0,,,,,,,,,,,,,
5393,5,5,0,0,,,,,,,,,,,,,
5394,2,2,0,0,,,,,,,,,,,,,
5395,4,4,0,0,,,,,,,,,,,,,
5400,3,3,0,0,,,,,,,,,,,,,
5401,3,3,0,0,,,,,,,,,,,,,
5402,3,3,0,0,,,,,,,,,,,,,
5403,3,3,0,0,,,,,,,,,,,,,
5404,3,3,0,0,,,,,,,,,,,,,
5405,3,3,0,0,,,,,,,,,,,,,
5406,3,3,0,0,,,,,,,,,,,,,
5407,3,3,0,0,,,,,,,,,,,,,
5408,3,3,0,0,,,,,,,,,,,,,
5409,3,3,0,0,,,,,,,,,,,,,
5410,3,3,0,0,,,,,,,,,,,,,
5411,3,3,0,0,,,,,,,,,,,,,
5412,3,3,0,0,,,,,,,,,,,,,
5413,3,3,0,0,,,,,,,,,,,,,
5415,2,2,0,0,,,,,,,,,,,,,
